"181,""RT @DanielTurnerPTF: Barack Obama: """"I can afford to give up a lot of my current ",,,,,
"lifestyle to benefit the planet."""" ",,,,,
"This is coming from the…"",Positive ",,,,,
"182,RT @nbcwashington: “There are times where the future seems somewhat bleak. There are ",,,,,
"times where I am doubtful that humanity can get its ac…,Positive ",,,,,
"183,""RT @DanielTurnerPTF: Barack Obama said Donald J. Trump's policies failed the world on ",,,,,
climate change. ,,,,,
"If achieving American energy indepen…"",Negative ",,,,,
"184,RT @dukewindsor388: Think about this....republicans made a big fuckin deal about the ",,,,,
"Obamacare website not being up and ready when Obama sa…,Negative ",,,,,
"185,stop shipping obama and trudeau it makes joe biden sad,Negative ",,,,,
"186,RT @nottramar: Viola Davis is so fucking funny for doing this face while playing Michelle ",,,,,
"Obama https://t.co/6GtnMcgyOn,Positive ",,,,,
"187,""Stay angry on climate, Obama tells young people https://t.co/ZXnP5yVGSq via ",,,,,
"@BBCNews"",Positive ",,,,,
"188,RT @JesseKellyDC: The true believers in “climate change” are so much more embarrassing ",,,,,
"than Obama. Obama just uses you all like chumps to e…,Negative ",,,,,
"189,""RT @climate: What happened today at the #COP26 climate summit? ",,,,,
"Here's our daily scorecard tracking key highlights and developments. Read m…"",Positive ",,,,,
"190,""Obama denounces Trump, GOP for 'active hostility toward climate science' ",,,,,
"https://t.co/NkkzmoBxRO via @nbcnews. Addr… https://t.co/HJkRrJHtaO"",Positive ",,,,,
"191,Michelle Obama was an exemplary First Lady,Positive ",,,,,
"192,""RT @ajamubaraka: The U.S. &amp; NATO under Obama as Black face for white power, attacked ",,,,,
&amp; destroy Libya -,"at the time the most prosperous Afr…"",Negative ",,,,
"193,""Obama urges countries to 'act now' to tackle climate change, help island nations | CBC ",,,,,
"News https://t.co/7IWJii44uE"",Negative ",,,,,
"194,@WashingtonAdam7 @madandmatt @JennaEllisEsq Reagan manipulated the tax code to keep the ",,,,,
"economy moving along in the… https://t.co/vnvMcT0x5Q,Positive ",,,,,
"195,RT @PopBase: First look at Viola Davis as Michelle Obama in ‘The First Lady’. ",,,,,
"https://t.co/ef54pEXIxF,Positive ",,,,,
"196,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",,,,,
because it does.” ,,,,,
"Today, Scott Morrison’s approva…"",Positive ",,,,,
"197,RT @KatiePavlich: Barack Obama owns an energy guzzling mansion on the ocean in Martha’s ",,,,,
"Vineyard. The elites aren’t afraid of “climate chan…,Negative ",,,,,
"198,""RT @Reuters: In a speech at #COP26, former U.S. President Barack Obama criticized China ",,,,,
"and Russia for their 'lack of urgency' in curbing e…"",Negative ",,,,,
"199,RT @Phil_Lewis_: Viola Davis has got Michelle Obama’s smirk down ",,,,,
"https://t.co/ae2fBo9N5n,Positive ",,,,,
"200,""RT @ajamubaraka: The U.S. &amp; NATO under Obama as Black face for white power, attacked ",,,,,
&amp; destroy Libya -,"at the time the most prosperous Afr…"",Negative ",,,,
"201,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",,,,,
because it does.” ,,,,,
"Today, Scott Morrison’s approva…"",Positive ",,,,,
"202,RT @seanhannity: Obama: “I can afford to give up a lot of my current lifestyle to benefit ",,,,,
"the planet because I’ll still have a lot left ove…,Negative ",,,,,
"203,""RT @bulldoghill: """"There are times where I feel discouraged. There are times where the ",,,,,
"future seems somewhat bleak. There are times where I…"",Positive ",,,,,
"204,Obama Expresses Confidence That Biden's Build Back Better Bill Will Pass... ",,,,,
https://t.co/Evzd1gZWIk via @YouTube. ��,,��,��,��,",Positive "
"205,Letters to the Editor: 'Let's go Brandon' — can you imagine if Obama did that? ",,,,,
https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,,,7/18,
"09/11/2021, 20:59",https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv
"https://t.co/YUYh4MznP3 via @Yahoo,Negative ",
"206,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",
"his """"active hostility toward climate science"""" and f…"",Positive ",
"207,""RT @nytimes: """"Vote like your life depends on it, because it does,"""" said former ",
"President Barack Obama in an address to young people at the…"",Negative ",
"208,@JosephWulfsohn Prosecutor Durham turning up the heat as more Clinton staffers become ",
"targets of Russian Collusion… https://t.co/wG5ANvDWIq,Negative ",
"209,RT @Phil_Lewis_: Viola Davis has got Michelle Obama’s smirk down ",
"https://t.co/ae2fBo9N5n,Negative ",
"210,""This mentality probably reached a peak under Obama and the 2009 Iran protests. With ",
"Trump coming in, tearing apart… https://t.co/NE3nKyshql"",Negative ",
"211,Barack Obama: 'Covid Restrictions Could Be Insane',Negative ",
"212,""RT @ThomasF66417964: @ustooenough @donwinslow Why hasn’t Bannon been indicted yet? Raw ",
"and obvious contempt of Congress, right there in his…"",Positive ",
"213,""RT @EW: See Viola Davis as Michelle Obama in 'The First Lady' — plus, Michelle Pfeiffer ",
"as Betty Ford and Gillian Anderson as Eleanor Roose…"",Positive ",
"214,RT @JesseKellyDC: The true believers in “climate change” are so much more embarrassing ",
"than Obama. Obama just uses you all like chumps to e…,Positive ",
"215,RT @joeywreck: Why does Obama always gotta come out and talk down to us? Being realistic ",
"having an actual sense of urgency is not “cynical”…,Positive ",
"216,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",
because it does.” ,
"Today, Scott Morrison’s approva…"",Negative ",
"217,""RT @JeffreyStClair3: Boldly announcing something is bad for the environment, then ",
"quietly doing it anyway pretty much sums up Biden's envir…"",Negative ",
"218,""RT @thehill: Former President Obama: """"It was particularly discouraging to see the ",
"leaders of two of the world's largest emitters, China and…"",Positive ",
"219,RT @JasonOverstreet: It’s a good thing Barack Obama didn’t give that nuanced speech on ",
"race. That would’ve ruined his chances of becoming p…,Positive ",
"220,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",
"noting the vacuum of US leadership on the world stage…"",Positive ",
"221,""RT @GBullstein: No one cares what you got to say Mr Obama, go away ��",""",Negative "
"222,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",
because it does.” ,
"Today, Scott Morrison’s approva…"",Positive ",
"223,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",
"his """"active hostility toward climate science"""" and f…"",Positive ",
"224,First Look: Viola Davis As Michelle Obama In ‘The First Lady’ https://t.co/CMQLbbGpdg ",
"https://t.co/h5OOrYNWYM,Negative ",
"225,""RT @DanielTurnerPTF: Barack Obama: """"I can afford to give up a lot of my current ",
"lifestyle to benefit the planet."""" ",
"This is coming from the…"",Negative ",
"226,""RT @PopCrave: First look at Viola Davis as Michelle Obama, Michelle Pfeiffer as Betty ",
"Ford, and Gillian Anderson as Eleanor Roosevelt in ‘T…"",Negative ",
"227,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",
"his """"active hostility toward climate science"""" and f…"",Negative ",
"228,""RT @Kat4Obama: """"Obama was received at COP26 like a head of state, drawing more ",
"onlookers in the conference complex than Prince Charles and…"",Positive ",
"229,""RT @Lowkey0nline: As president, Obama gave $700bn in subsidies to fossil fuel companies ",
"yearly, while spending only 0.2% of the national bu…"",Positive ",
"230,RT @thegreatkhafid: COP26: Obama Tells Young People To Stay Angry On Climate Fight ",
"https://t.co/8BSxuKz1Wb,Positive ",
"231,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",
"his """"active hostility toward climate science"""" and f…"",Negative ",
"232,""RT @Reuters: In a speech at #COP26, former U.S. President Barack Obama criticized China ",
"and Russia for their 'lack of urgency' in curbing e…"",Positive ",
"233,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",
"his """"active hostility toward climate science"""" and f…"",Positive ",
"234,""Obama swipes at Trump for 'four years of active hostility' on climate in Glasgow speech ",
"#TrumpIsADisgrace… https://t.co/ZwVkdW328K"",Negative ",
"235,RT @davidsirota: Obama should also express regret for his own climate policy. ",
"https://t.co/CNaVHJhYht,Positive ",
https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,8/18
"09/11/2021, 20:59",,https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv
"236,""Working with McGowan ",,
"""""on the Good Inc. advisory committee is Former Obama Senior Advisor Dan Pfieffer, and ",,
"Former… https://t.co/BJwHqt1hzm"",Negative ",,
"237,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Positive ",,
"238,RT @TomFitton: Hillary did it (with Obama/Biden)..... https://t.co/0HCgEbcO8h,Positive ",,
"239,@ToniLaNae In the end Obama being in office did more harm to black people than any white ",,
"politician could've done.… https://t.co/ywWQ8jKkLF,Negative ",,
"240,""RT @ajamubaraka: The U.S. &amp; NATO under Obama as Black face for white power, attacked ",,
&amp; destroy Libya -,"at the time the most prosperous Afr…"",Negative ",
"241,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Negative ",,
"242,RT @KatiePavlich: Barack Obama owns an energy guzzling mansion on the ocean in Martha’s ",,
"Vineyard. The elites aren’t afraid of “climate chan…,Positive ",,
"243,""RT @piercepenniless: """"We’ve opened millions of new acres for oil and gas exploration … ",,
"I’m directing my administration to open more than 75…"",Negative ",,
"244,RT @seanhannity: Obama: “I can afford to give up a lot of my current lifestyle to benefit ",,
"the planet because I’ll still have a lot left ove…,Positive ",,
"245,RT @RichMcGowanMD: No words for the hypocrisy Obama shows here.,Negative ",,
"246,RT @ProfTomkins: Yoons are gonna pretty dumb when Obama clarifies that he was talking ",,
"about other people’s nasty nationalisms and not that…,Positive ",,
"247,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",,
"noting the vacuum of US leadership on the world stage…"",Positive ",,
"248,RT @BBCWorld: Barack Obama tells young people to stay angry on climate fight ",,
"https://t.co/UCZ0fsZLVU,Negative ",,
"249,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",,
because it does.” ,,
"Today, Scott Morrison’s approva…"",Positive ",,
"250,RT @RichMcGowanMD: Obama said he would step in to",,stop the most viable climate focused 
"Presidential candidate in history. He kept his word…,Negative ",,
"251,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Positive ",,
"252,""RT @PopCrave: First look at Viola Davis as Michelle Obama, Michelle Pfeiffer as Betty ",,
"Ford, and Gillian Anderson as Eleanor Roosevelt in ‘T…"",Negative ",,
"253,""RT @ajamubaraka: The U.S. &amp; NATO under Obama as Black face for white power, attacked ",,
&amp; destroy Libya -,"at the time the most prosperous Afr…"",Positive ",
"254,@CALUSA18 @WhiteHouse Obama blew up hospitals,Negative ",,
"255,Cornel West Interview - Obama: In Pursuit Of A More Perfect Union https://t.co/jVBaHf89O6 ",,
"via @YouTube,Negative ",,
"256,@CELSHDR Is that obama,Positive ",,
"257,""RT @RT_com: Obama demands urgency on climate, but says nothing about carbon footprint of ",,
"bombing campaigns https://t.co/hfi2zTEA8u"",Negative ",,
"258,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",,
"noting the vacuum of US leadership on the world stage…"",Positive ",,
"259,""RT @thehill: Former President Obama: """"Protests are necessary to raise awareness. ",,
"Hashtag campaigns can spread awareness, but to build the b…"",Positive ",,
"260,""RT @OgbeniDipo: """"You can't ignore politics. While protesting and hashtags raise ",,
"awareness, you should get involved in politics at some leve…"",Positive ",,
"261,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",,
"noting the vacuum of US leadership on the world stage…"",Negative ",,
"262,""RT @cnnbrk: Former President Barack Obama will use his speech at today's COP26 talks to ",,
"express regret for four years under Trump of """"activ…"",Negative ",,
"263,thiss!! The event was restricted and even the protest action was hidden away from Obama. ",,
"You can't praise the youth… https://t.co/PNtDnstsK3,Positive ",,
"264,RT @TomLondon6: I am happy to be corrected but I think Obama's 8 year presidency was a ",,
"disaster for climate change,Negative ",,
"265,Obama the #DroneKiller https://t.co/0KHkAG6Kjz,Positive ",,
"266,@BruthaManTho @EquisResearch @PewHispanic It wasn't that long ago that George Bush was ",,
"competing for/winning them o… https://t.co/ZPlG2rtA00,Negative ",,
"267,@Forbes Why doesnt @Forbes write articles on how current politicians net worth have 2-",,
"10X'ed since being in office?… https://t.co/NqrHu0t3XO,Negative ",,
"268,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Positive ",,
"269,""RT @DanielTurnerPTF: Barack Obama: """"I can afford to give up a lot of my current ",,
https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,9/18
"09/11/2021, 20:59",https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv
"lifestyle to benefit the planet."""" ",
"This is coming from the…"",Positive ",
"270,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",
"noting the vacuum of US leadership on the world stage…"",Negative ",
"271,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",
because it does.” ,
"Today, Scott Morrison’s approva…"",Negative ",
"272,""Obama says the U.S. is """"back"""" after Trump's """"hostility toward climate science"""" ",
"https://t.co/70sQB2lhqp Now let's get to work!"",Negative ",
"273,weird how good obama was on Cuba,Negative ",
"274,@WeeScotUnicorn @holyroodmandy Oh dear . Has Obama upset dear leaders followers,Negative ",
"275,""@nbcwashington Obama is the one who declared to make the US """"Saudi of shell gas"""". What ",
"a hypocrite. He's the one wh… https://t.co/dQ3zTude0B"",Negative ",
"276,RT @BBCWorld: Barack Obama tells young people to stay angry on climate fight ",
"https://t.co/UCZ0fsZLVU,Negative ",
"277,""@cnnbrk HERES OBAMA AND FAUCI GIVING WUHAN THE FUND MONEY , FACT CHECKED READ IT ",
"YES HE IS RESPONSIBLE FOR WHAT IS… https://t.co/IBrc9TUPpN"",Negative ",
"278,RT @Chicago1Ray: The biggest mistake this Country's ever made was electing Barack Obama ",
"President,Negative ",
"279,""5 takeaways from Day 8 of COP26: Obama swipes at Trump, big fossil fuel producers block ",
progress ,
"https://t.co/CUaVZdehHh"",Negative ",
"280,""RT @nytimes: """"Vote like your life depends on it, because it does,"""" said former ",
"President Barack Obama in an address to young people at the…"",Negative ",
"281,""Corruption. Collusion. TREASON. #FJB ",
"F*ck Joe Biden and the Obama Pale Horse he rode in on! https://t.co/PFCxCvbOSF"",Positive ",
"282,RT @nottramar: Viola Davis is so fucking funny for doing this face while playing Michelle ",
"Obama https://t.co/6GtnMcgyOn,Positive ",
"283,RT @seanhannity: Obama: “I can afford to give up a lot of my current lifestyle to benefit ",
"the planet because I’ll still have a lot left ove…,Negative ",
"284,""RT @cnnbrk: Former President Barack Obama will use his speech at today's COP26 talks to ",
"express regret for four years under Trump of """"activ…"",Positive ",
"285,""RT @kylegriffin1: Pres. Obama, at COP26, condemns the """"progress stalled"""" on climate ",
"change when his """"successor decided to unilaterally pull…"",Positive ",
"286,@MarciaSessler @AmerMilNews Didn’t Obama send like pillows?,Negative ",
"287,How can Barack Obama a star power? He hasn't done the right thing during the 8 years he ",
"was in power. What else cou… https://t.co/ByZxNUMLfK,Positive ",
"288,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",
"his """"active hostility toward climate science"""" and f…"",Negative ",
"289,RT @davidsirota: Obama should also express regret for his own climate policy. ",
"https://t.co/CNaVHJhYht,Positive ",
"290,RT @davidsirota: Obama should also express regret for his own climate policy. ",
"https://t.co/CNaVHJhYht,Positive ",
"291,@EW She looks too feminine to pass for Michelle.",Michelle obama is shaped like a 
"quarterback,Positive ",
"292,""RT @Reuters: ‘Vote like your life depends on it, because it does’: Former U.S. President ",
"Barack Obama, speaking at the #COP26 climate summi…"",Negative ",
"293,@thereidout @stuartpstevens @mayawiley @glennkirschner2 @KJP46 @RepBeatty @LawProfButler ",
"@MadisonSiriusXM @MSNBC Ob… https://t.co/YmG1jp7tZ8,Negative ",
"294,""RT @TriCiArtPeace: @joshrogin President Obama is correct. ",
"Republicans stand in the way of progress ... for money &amp; power, that's not ",
"""""poli…"",Negative ",
"295,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",
"his """"active hostility toward climate science"""" and f…"",Negative ",
"296,""RT @youngdems: *talking to someone from 2016*: “you’ll never guess who will be driving ",
Republicans crazy about healthcare in 2021” ,
"2016 pe…"",Negative ",
"297,RT @MvembaDizolele: And Fmr President Obama discovered Franco de Mi Amor Luambo Makiadi. ",
"#Congo music. https://t.co/GoPgVD5uwD,Negative ",
https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,10/18
"09/11/2021, 20:59",https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,,,
"298,""RT @vanessa_vash: Mr @BarackObama, I was 13 when you promised $100B #ClimateFinance. The ",,,,,
"US has broken that promise, it will cost lives in…"",Positive ",,,,,
"299,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",,,,,
because it does.” ,,,,,
"Today, Scott Morrison’s approva…"",Negative ",,,,,
"300,RT @newsmax: Former President Barack Obama on Monday blasted former President Donald ",,,,,
"Trump for pulling out of the Paris Agreement and criti…,Positive ",,,,,
"301,""@fluidcreativiy I've been thinking of a shirt that says """"Shut up, Obama"""" on the front ",,,,,
"and has Fred Hampton, Malcolm… https://t.co/TmlZNsiSJE"",Positive ",,,,,
"302,""RT @joshrogin: President Obama decides not to leave politics at the water's edge. In ",,,,,
"Glasgow, he says the GOP has an """"active hostility for…"",Negative ",,,,,
"303,""Bloomberg ",,,,,
Xi Jinping’s expanding power is risk for China’s economy. Asia stocks to get a boost after ,,,,,
"S&amp;P 500 winnin… https://t.co/dw338JYNIW"",Negative ",,,,,
"304,@murdo_fraser @JamieC1093 Cue the Nats ready to ‘barrack’ Obama for saying that ",,,,,
"!,Positive",,,,,
"305,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,,,
"his """"active hostility toward climate science"""" and f…"",Positive ",,,,,
"306,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,,,
"his """"active hostility toward climate science"""" and f…"",Positive ",,,,,
"307,""RT @GBNEWS: ��",Simon Evans gives his take on tomorrow's news tonight... ,,,,
,��,Boris Johnson sleaze scandal ,,,
,��,Barrack Obama's COP26 speech ,,,
,��,"Ad…"",Positive ",,,
"308,""RT @LangmanVince: If Obama is overseas at the phony climate change summit ",,,,,
"Who's running the country?"",Positive ",,,,,
"309,RT @Phil_Lewis_: Viola Davis has got Michelle Obama’s smirk down ",,,,,
"https://t.co/ae2fBo9N5n,Positive ",,,,,
"310,The former US president did not hold back in his assessment of Russia and China's ",,,,,
"national climate change plans and… https://t.co/Cr9ArQHOHS,Negative ",,,,,
"311,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,,,
"312,""RT @emzanotti: From a quick Google search, it appears Obama has spent nearly $25 million ",,,,,
"securing beachfront property, which would be an in…"",Negative ",,,,,
"313,RT @JesseKellyDC: The true believers in “climate change” are so much more embarrassing ",,,,,
"than Obama. Obama just uses you all like chumps to e…,Negative ",,,,,
"314,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,,,
"315,""RT @badler: “Protests are necessary to raise awareness,” Obama said. “But to build the ",,,,,
"broad-based coalitions necessary for bold action, we…"",Negative ",,,,,
"316,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,,,
"317,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,,,
"his """"active hostility toward climate science"""" and f…"",Positive ",,,,,
"318,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,,,
"319,""RT @nytimes: """"Vote like your life depends on it, because it does,"""" said former ",,,,,
"President Barack Obama in an address to young people at the…"",Positive ",,,,,
"320,RT @LukewSavage: Stuff like this would be a lot more convincing if Obama hadn't quite ",,,,,
"literally spiked oil and gas production during his pr…,Positive ",,,,,
"321,""RT @Newsweek: Barack Obama called out the Trump administration for pulling out of the ",,,,,
"Paris Climate Accord, which Obama committed the U.S.…"",Positive ",,,,,
"322,RT @JaedynDLux: VIOLA DAVIS IS GONNA PLAY MICHELLE OBAMA THIS IS NOT A DRILL",,��,��,��,��
"https://t.co/HzkZhmLS6u,Positive ",,,,,
"323,""RT @Lowkey0nline: As president, Obama gave $700bn in subsidies to fossil fuel companies ",,,,,
"yearly, while spending only 0.2% of the national bu…"",Negative ",,,,,
"324,RT @KatiePavlich: Barack Obama owns an energy guzzling mansion on the ocean in Martha’s ",,,,,
"Vineyard. The elites aren’t afraid of “climate chan…,Positive ",,,,,
"325,RT @steveweidberg: Move over Kavanaugh hearing ratings! The Barack Obama hearings will be ",,,,,
"like the Hiroshima bomb being dropped on that ven…,Positive ",,,,,
"326,""RT @ajamubaraka: The U.S. &amp; NATO under Obama as Black face for white power, attacked ",,,,,
https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,,,11/18,
"09/11/2021, 20:59",https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,
&amp; destroy Libya -,"at the time the most prosperous Afr…"",Positive ",,
"327,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",,,
because it does.” ,,,
"Today, Scott Morrison’s approva…"",Negative ",,,
"328,""RT @nytimes: """"Vote like your life depends on it, because it does,"""" said former ",,,
"President Barack Obama in an address to young people at the…"",Positive ",,,
"329,RAPH said Jayce looks like Obama https://t.co/1PFY7iBtOA,Negative ",,,
"330,RT @Kat4Obama: President Obama: “'There are times where I am doubtful that humanity can ",,,
"get its act together before it’s too late... And ye…,Negative ",,,
"331,""RT @FriendsTrench: BREAKING NEWS: Just hours ago, Rep. Sheila Babauta introduced ",,,
"President Barack Obama at #COP26 in Glasgow, Scotland. ",,,
"""""We…"",Negative ",,,
"332,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,
"333,""RT @FinancialReview: The Morrison government’s new EV plan rules out the two big policy ",,,
"changes needed, the industry says; former US Presid…"",Positive ",,,
"334,""RT @CourtneyBanks: Yo these kids are gunna wild out on Obama in 3, 2, 1 ",,,
"https://t.co/tZkFXoTT1c"",Negative ",,,
"335,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,
"336,Obama chuckled. You mean the chaos emeralds,Negative ",,,
"337,""RT @TheGreenParty: Barack Obama's speech hit the nail on the head. ",,,
"The best way to get Green policies in place is to back the party pushin…"",Negative ",,,
"338,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,
"339,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,
"his """"active hostility toward climate science"""" and f…"",Positive ",,,
"340,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",,,
"noting the vacuum of US leadership on the world stage…"",Positive ",,,
"341,""RT @ToniLaNae: Truth be told Barack Obama started the demonizing the word """"woke"""" so it ",,,
"makes sense other members of his party are using the…"",Positive ",,,
"342,RT @Rooster_Crowing: How much money will Kate Steinles family get for her being separated ",,,
"from them by Democrat policies….It was the Obama/…,Negative ",,,
"343,""RT @GarryXDee: Obama is no friend of Scotland. He didn’t support IndyRef 14 and today, ",,,
"he said that he was in the Emerald isles. WTF?"",Positive ",,,
"344,@NBA @Bucks I miss Obama.,Negative ",,,
"345,""RT @joshrogin: President Obama decides not to leave politics at the water's edge. In ",,,
"Glasgow, he says the GOP has an """"active hostility for…"",Negative ",,,
"346,""RT @mccammon_louis: So ... Obama is the new Al Gore ... fir climate change?!? ",,,
And,"... the all-knowing , all-powerful",Obama said,"... “We…"",Positive "
"347,""RT @alexbruesewitz: Obama said we are “running out of time” to address “climate change” ",,,
and “rising sea levels.” ,,,
"That is why he bought a $…"",Negative ",,,
"348,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",,,
"noting the vacuum of US leadership on the world stage…"",Positive ",,,
"349,RT @BBCWorld: Barack Obama tells young people to stay angry on climate fight ",,,
"https://t.co/UCZ0fsZLVU,Negative ",,,
"350,@TheEconomist I am sure Obama agrees with him.,Negative ",,,
"351,RT @davidsirota: Obama should also express regret for his own climate policy. ",,,
"https://t.co/CNaVHJhYht,Positive ",,,
"352,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,
"353,""RT @DanielTurnerPTF: Barack Obama: """"I can afford to give up a lot of my current ",,,
"lifestyle to benefit the planet."""" ",,,
"This is coming from the…"",Negative ",,,
"354,""RT @washingtonpost: Obama at #COP26 says there is still a lot of work to do, expresses ",,,
"disappointment in Russia and China. https://t.co/uBo…"",Negative ",,,
"355,""RT @DanielTurnerPTF: Barack Obama: """"I can afford to give up a lot of my current ",,,
"lifestyle to benefit the planet."""" ",,,
"This is coming from the…"",Negative ",,,
https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,,12/18
"09/11/2021, 20:59",https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,
"356,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",,
"noting the vacuum of US leadership on the world stage…"",Positive ",,
"357,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",,
because it does.” ,,
"Today, Scott Morrison’s approva…"",Positive ",,
"358,RT @ukunionvoice: Sturgeon #TheGreatPretender wont be rushing for a selfie with Obama ",,
"...,Positive ",,
"359,He forgot they should be protesting EVERY event that #Obama holds as he's the one that ",,
"used them like #Biden has… https://t.co/szzzEzhhkT,Positive ",,
"360,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Negative ",,
"361,“ONE SIDE is ignoring the ‘Climate Science’”-Obama now there’s an oxymoron from an ",,
"expired moron https://t.co/zih9Fm44Ck,Negative ",,
"362,@Blake_Allen13 It's not that Obama didn't acknowledge the horrors of the past. It's that ",,
"he acknowledged that Ameri… https://t.co/QZLZEr4sPJ,Negative ",,
"363,RT @Murray4Moray: @mgoldenmsp I really wish I could think of a better example of what ",,
"Obama was speaking about than a Tory UK voting to dum…,Negative ",,
"364,RT @PastorDScott: Anybody know which commercial airline Obama took to the Climate change ",,
"summit?,Negative ",,
"365,RT @NRO: Obama helped popularize and normalize the idea that executive overreach was ",,
"acceptable if the president claimed there was moral im…,Negative ",,
"366,@CapehartJ Same goes for Democrats. Obama did absolutely nothing to dismantle white ",,
"supremacy and help repair the d… https://t.co/0fWp58Ax4Z,Positive ",,
"367,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Positive ",,
"368,""RT @Ericdun19416783: Barack Obama chatting bollocks at the COP26... ",,
"Another wrong-un"",Positive ",,
